key,date,value,academie,decembre,elle,femina,franceinter,goncourt,goncourtlyceens,interallie,medicis,renaudot
Autres,1903,1,0,0,0,0,0,1,0,0,0,0
Autres,1904,1,0,0,0,1,0,0,0,0,0,0
Autres,1905,0,0,0,0,0,0,0,0,0,0,0
Autres,1906,0,0,0,0,0,0,0,0,0,0,0
Autres,1907,1,0,0,0,1,0,0,0,0,0,0
Autres,1908,1,0,0,0,0,0,1,0,0,0,0
Autres,1909,1,0,0,0,0,0,1,0,0,0,0
Autres,1910,1,0,0,0,1,0,0,0,0,0,0
Autres,1911,1,0,0,0,1,0,0,0,0,0,0
Autres,1912,1,0,0,0,1,0,0,0,0,0,0
Autres,1913,2,0,0,0,1,0,1,0,0,0,0
Autres,1914,2,0,0,0,1,0,1,0,0,0,0
Autres,1915,3,1,0,0,1,0,1,0,0,0,0
Autres,1916,1,0,0,0,1,0,0,0,0,0,0
Autres,1917,2,1,0,0,1,0,0,0,0,0,0
Autres,1918,0,0,0,0,0,0,0,0,0,0,0
Autres,1919,0,0,0,0,0,0,0,0,0,0,0
Autres,1920,2,0,0,0,1,0,1,0,0,0,0
Autres,1921,1,1,0,0,0,0,0,0,0,0,0
Autres,1922,0,0,0,0,0,0,0,0,0,0,0
Autres,1923,1,0,0,0,1,0,0,0,0,0,0
Autres,1924,0,0,0,0,0,0,0,0,0,0,0
Autres,1925,1,1,0,0,0,0,0,0,0,0,0
Autres,1926,0,0,0,0,0,0,0,0,0,0,0
Autres,1927,1,0,0,0,1,0,0,0,0,0,0
Autres,1928,2,0,0,0,1,0,1,0,0,0,0
Autres,1929,0,0,0,0,0,0,0,0,0,0,0
Autres,1930,2,0,0,0,0,0,1,0,0,0,1
Autres,1931,2,0,0,0,0,0,1,0,0,0,1
Autres,1932,1,0,0,0,0,0,0,0,0,0,1
Autres,1933,2,0,0,0,1,0,0,0,0,0,1
Autres,1934,0,0,0,0,0,0,0,0,0,0,0
Autres,1935,1,1,0,0,0,0,0,0,0,0,0
Autres,1936,3,0,0,0,1,0,0,0,1,0,1
Autres,1937,3,0,0,0,1,0,1,0,0,0,1
Autres,1938,1,0,0,0,0,0,0,0,0,0,1
Autres,1939,2,0,0,0,1,0,0,0,0,0,1
Autres,1940,4,0,0,0,1,0,1,0,0,0,2
Autres,1941,1,0,0,0,1,0,0,0,0,0,0
Autres,1942,2,0,0,0,1,0,0,0,0,0,1
Autres,1943,2,0,0,0,1,0,0,0,0,0,1
Autres,1944,3,1,0,0,1,0,0,0,0,0,1
Autres,1945,3,0,0,0,1,0,0,0,1,0,1
Autres,1946,3,1,0,0,0,0,0,0,1,0,1
Autres,1947,1,0,0,0,0,0,0,0,1,0,0
Autres,1948,3,1,0,0,1,0,0,0,1,0,0
Autres,1949,1,0,0,0,1,0,0,0,0,0,0
Autres,1950,2,1,0,0,0,0,0,0,0,0,1
Autres,1951,2,0,0,0,1,0,1,0,0,0,0
Autres,1952,0,0,0,0,0,0,0,0,0,0,0
Autres,1953,2,1,0,0,0,0,0,0,0,0,1
Autres,1954,0,0,0,0,0,0,0,0,0,0,0
Autres,1955,3,1,0,0,1,0,0,0,0,0,1
Autres,1956,1,0,0,0,0,0,0,0,1,0,0
Autres,1957,2,0,0,0,0,0,0,0,1,0,1
Autres,1958,3,1,0,0,0,0,0,0,1,1,0
Autres,1959,1,0,0,0,0,0,0,0,1,0,0
Autres,1960,2,0,0,0,0,0,1,0,1,0,0
Autres,1961,2,0,0,0,0,0,0,0,1,0,1
Autres,1962,0,0,0,0,0,0,0,0,0,0,0
Autres,1963,1,0,0,0,0,0,0,0,1,0,0
Autres,1964,2,0,0,0,1,0,0,0,0,1,0
Autres,1965,1,0,0,0,1,0,0,0,0,0,0
Autres,1966,0,0,0,0,0,0,0,0,0,0,0
Autres,1967,2,0,0,0,1,0,0,0,0,1,0
Autres,1968,1,0,0,0,0,0,1,0,0,0,0
Autres,1969,0,0,0,0,0,0,0,0,0,0,0
Autres,1970,1,0,0,0,0,0,0,0,0,0,1
Autres,1971,1,0,0,0,1,0,0,0,0,0,0
Autres,1972,1,0,0,0,0,0,1,0,0,0,0
Autres,1973,2,0,0,0,0,0,0,0,0,1,1
Autres,1974,2,0,0,1,0,0,0,0,1,0,0
Autres,1975,3,1,0,1,0,1,0,0,0,0,0
Autres,1976,1,0,0,1,0,0,0,0,0,0,0
Autres,1977,2,0,0,0,0,1,0,0,0,0,1
Autres,1978,2,0,0,0,0,0,0,0,0,1,1
Autres,1979,4,1,0,1,0,1,0,0,1,0,0
Autres,1980,1,0,0,1,0,0,0,0,0,0,0
Autres,1981,2,0,0,1,0,1,0,0,0,0,0
Autres,1982,3,0,0,1,1,0,0,0,1,0,0
Autres,1983,2,0,0,0,0,0,1,0,0,1,0
Autres,1984,2,0,0,0,0,1,1,0,0,0,0
Autres,1985,1,0,0,0,0,0,0,0,1,0,0
Autres,1986,2,0,0,0,1,1,0,0,0,0,0
Autres,1987,2,0,0,0,1,1,0,0,0,0,0
Autres,1988,2,0,0,1,0,1,0,0,0,0,0
Autres,1989,2,0,0,1,0,1,0,0,0,0,0
Autres,1990,4,0,0,1,0,0,1,1,0,0,1
Autres,1991,2,0,0,1,0,0,0,0,1,0,0
Autres,1992,0,0,0,0,0,0,0,0,0,0,0
Autres,1993,1,0,0,0,0,1,0,0,0,0,0
Autres,1994,5,0,0,1,0,1,0,1,1,0,1
Autres,1995,3,1,0,1,1,0,0,0,0,0,0
Autres,1996,3,0,0,0,1,1,0,1,0,0,0
Autres,1997,1,0,0,0,0,1,0,0,0,0,0
Autres,1998,2,0,0,0,0,1,0,1,0,0,0
Autres,1999,4,1,0,1,0,0,1,0,0,1,0
Autres,2000,2,0,1,0,1,0,0,0,0,0,0
Autres,2001,5,0,1,0,1,1,0,0,1,0,1
Autres,2002,5,0,2,1,0,1,0,1,0,0,0
Autres,2003,2,0,1,0,0,0,0,0,0,0,1
Autres,2004,5,0,0,1,1,1,1,0,0,0,1
Autres,2005,5,1,0,0,0,1,0,0,1,1,1
Autres,2006,2,0,0,1,1,0,0,0,0,0,0
Autres,2007,4,1,0,1,0,1,0,1,0,0,0
Autres,2008,8,1,1,1,1,1,1,0,1,1,0
Autres,2009,4,1,1,1,0,1,0,0,0,0,0
Autres,2010,6,1,0,1,1,0,0,1,1,1,0
Autres,2011,5,0,0,1,0,1,0,0,1,1,1
Autres,2012,7,1,1,1,0,1,1,1,0,1,0
Autres,2013,3,0,1,1,0,0,0,0,0,1,0
Autres,2014,5,1,0,1,1,1,0,0,1,0,0
Albin Michel,1903,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1904,1,0,0,0,0,0,1,0,0,0,0
Albin Michel,1905,1,0,0,0,1,0,0,0,0,0,0
Albin Michel,1906,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1907,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1908,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1909,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1910,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1911,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1912,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1913,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1914,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1915,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1916,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1917,1,0,0,0,0,0,1,0,0,0,0
Albin Michel,1918,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1919,2,1,0,0,1,0,0,0,0,0,0
Albin Michel,1920,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,1921,2,0,0,0,1,0,1,0,0,0,0
Albin Michel,1922,2,1,0,0,0,0,1,0,0,0,0
Albin Michel,1923,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1924,1,0,0,0,1,0,0,0,0,0,0
Albin Michel,1925,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1926,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1927,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1928,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1929,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1930,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1931,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,1932,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1933,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1934,1,0,0,0,0,0,1,0,0,0,0
Albin Michel,1935,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1936,1,0,0,0,0,0,1,0,0,0,0
Albin Michel,1937,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1938,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1939,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1940,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1941,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1942,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1943,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1944,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1945,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1946,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1947,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1948,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1949,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1950,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1951,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1952,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,1953,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1954,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1955,1,0,0,0,0,0,1,0,0,0,0
Albin Michel,1956,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,1957,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1958,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1959,1,0,0,0,0,0,0,0,0,1,0
Albin Michel,1960,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1961,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1962,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1963,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1964,1,0,0,0,0,0,1,0,0,0,0
Albin Michel,1965,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1966,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1967,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1968,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1969,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1970,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1971,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1972,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1973,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1974,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1975,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1976,1,0,0,0,0,1,0,0,0,0,0
Albin Michel,1977,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1978,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1979,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1980,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1981,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,1982,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1983,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,1984,1,0,0,1,0,0,0,0,0,0,0
Albin Michel,1985,1,0,0,0,0,1,0,0,0,0,0
Albin Michel,1986,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,1987,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1988,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1989,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,1990,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1991,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1992,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,1993,1,0,0,1,0,0,0,0,0,0,0
Albin Michel,1994,1,0,0,0,0,0,1,0,0,0,0
Albin Michel,1995,1,0,0,0,0,0,0,0,0,0,1
Albin Michel,1996,2,1,0,0,0,0,1,0,0,0,0
Albin Michel,1997,1,0,0,0,0,0,0,0,1,0,0
Albin Michel,1998,1,0,0,0,1,0,0,0,0,0,0
Albin Michel,1999,1,1,0,0,0,0,0,0,0,0,0
Albin Michel,2000,1,0,0,0,0,0,0,0,1,0,0
Albin Michel,2001,2,1,0,1,0,0,0,0,0,0,0
Albin Michel,2002,1,0,0,0,0,0,0,0,0,0,1
Albin Michel,2003,1,0,0,0,0,0,1,0,0,0,0
Albin Michel,2004,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,2005,1,0,0,0,0,0,0,1,0,0,0
Albin Michel,2006,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,2007,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,2008,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,2009,1,0,0,0,0,0,0,1,0,0,0
Albin Michel,2010,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,2011,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,2012,0,0,0,0,0,0,0,0,0,0,0
Albin Michel,2013,2,0,0,0,0,1,1,0,0,0,0
Albin Michel,2014,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1903,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1904,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1905,1,0,0,0,0,0,1,0,0,0,0
Flammarion,1906,1,0,0,0,1,0,0,0,0,0,0
Flammarion,1907,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1908,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1909,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1910,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1911,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1912,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1913,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1914,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1915,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1916,1,0,0,0,0,0,1,0,0,0,0
Flammarion,1917,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1918,1,0,0,0,1,0,0,0,0,0,0
Flammarion,1919,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1920,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1921,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1922,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1923,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1924,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1925,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1926,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1927,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1928,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1929,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1930,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1931,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1932,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1933,1,1,0,0,0,0,0,0,0,0,0
Flammarion,1934,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1935,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1936,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1937,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1938,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1939,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1940,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1941,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1942,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1943,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1944,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1945,2,1,0,0,0,0,1,0,0,0,0
Flammarion,1946,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1947,1,0,0,0,1,0,0,0,0,0,0
Flammarion,1948,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1949,1,1,0,0,0,0,0,0,0,0,0
Flammarion,1950,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1951,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1952,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1953,1,0,0,0,0,0,0,0,1,0,0
Flammarion,1954,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1955,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1956,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1957,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1958,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1959,1,1,0,0,0,0,0,0,0,0,0
Flammarion,1960,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1961,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1962,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1963,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1964,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1965,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1966,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1967,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1968,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1969,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1970,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1971,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1972,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1973,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1974,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1975,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1976,1,0,0,0,0,0,0,0,0,1,0
Flammarion,1977,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1978,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1979,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1980,1,0,0,0,0,0,1,0,0,0,0
Flammarion,1981,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1982,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1983,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1984,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1985,1,0,0,1,0,0,0,0,0,0,0
Flammarion,1986,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1987,1,1,0,0,0,0,0,0,0,0,0
Flammarion,1988,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1989,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1990,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1991,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1992,1,0,0,0,0,0,0,1,0,0,0
Flammarion,1993,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1994,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1995,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1996,1,0,0,1,0,0,0,0,0,0,0
Flammarion,1997,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1998,0,0,0,0,0,0,0,0,0,0,0
Flammarion,1999,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2000,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2001,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2002,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2003,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2004,1,0,0,0,0,0,0,0,1,0,0
Flammarion,2005,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2006,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2007,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2008,0,0,0,0,0,0,0,0,0,0,0
Flammarion,2009,0,0,0,0,0,0,0,0,0,0,0
